月度标识,地区代码,地区名称,Category,本月出口金额
2008/12/1,111,印度,总值,2369665
2008/12/1,112,印度尼西亚,总值,1105747
2008/12/1,303,英国,总值,2765120
2008/12/1,141,越南,总值,1234762
2008/12/1,412,智利,总值,457109
2008/12/1,309,荷兰,总值,3445163
2008/12/1,143,台湾省,总值,1665285
2008/12/1,344,俄罗斯联邦,总值,3375689
2008/12/1,109,朝鲜,总值,431208
2008/12/1,106,缅甸,总值,191507
2008/12/1,121,澳门,总值,190076
2008/12/1,502,美国,总值,19165913
2008/12/1,113,伊朗,总值,781194
2009/1/1,402,阿根廷,总值,216981
2009/1/1,138,阿拉伯联合酋长国,总值,1522611
2009/1/1,315,奥地利,总值,158322
2009/1/1,601,澳大利亚,总值,1638397
2009/1/1,127,巴基斯坦,总值,433783
2009/1/1,410,巴西,总值,868064
2009/1/1,301,比利时,总值,1034290
2009/1/1,302,丹麦,总值,430904
2009/1/1,304,德国,总值,4356783
2009/1/1,305,法国,总值,1776360
2009/1/1,129,菲律宾,总值,617728
2009/1/1,318,芬兰,总值,351988
2009/1/1,145,哈萨克斯坦,总值,655115
2009/1/1,133,韩国,总值,3729152
2009/1/1,501,加拿大,总值,1706145
2009/1/1,328,罗马尼亚,总值,164488
2009/1/1,122,马来西亚,总值,1271573
2009/1/1,244,南非,总值,636631
2009/1/1,704,欧洲联盟,总值,19832147
2009/1/1,116,日本,总值,8233118
2009/1/1,330,瑞典,总值,382048
2009/1/1,331,瑞士,总值,296614
2009/1/1,131,沙特阿拉伯,总值,604625
2009/1/1,136,泰国,总值,823540
2009/1/1,137,土耳其,总值,565490
2009/1/1,347,乌克兰,总值,236261
2009/1/1,312,西班牙,总值,1231595
2009/1/1,110,香港,总值,9529327
2009/1/1,132,新加坡,总值,2175527
2009/1/1,609,新西兰,总值,175460
2009/1/1,307,意大利,总值,1935067
2009/1/1,111,印度,总值,2055253
2009/1/1,112,印度尼西亚,总值,936666
2009/1/1,303,英国,总值,2440586
2009/1/1,141,越南,总值,831918
2009/1/1,412,智利,总值,404758
2009/1/1,502,美国,总值,17290715
2009/1/1,113,伊朗,总值,654244
2009/1/1,106,缅甸,总值,137482
2009/1/1,121,澳门,总值,118640
2009/1/1,143,台湾省,总值,1124484
2009/1/1,109,朝鲜,总值,84758
2009/1/1,309,荷兰,总值,2748459
2009/1/1,344,俄罗斯联邦,总值,1736166
2009/2/1,402,阿根廷,总值,139813
2009/2/1,138,阿拉伯联合酋长国,总值,828727
2009/2/1,315,奥地利,总值,85438
2009/2/1,601,澳大利亚,总值,1043567
2009/2/1,127,巴基斯坦,总值,225511
2009/2/1,410,巴西,总值,695049
2009/2/1,301,比利时,总值,524976
2009/2/1,302,丹麦,总值,341007
2009/2/1,304,德国,总值,2744725
2009/2/1,305,法国,总值,1016356
2009/2/1,129,菲律宾,总值,436021
2009/2/1,318,芬兰,总值,250054
2009/2/1,145,哈萨克斯坦,总值,363843
2009/2/1,133,韩国,总值,3452377
2009/2/1,501,加拿大,总值,972644
2009/2/1,328,罗马尼亚,总值,105730
2009/2/1,122,马来西亚,总值,908260
2009/2/1,244,南非,总值,331624
2009/2/1,704,欧洲联盟,总值,12851626
2009/2/1,116,日本,总值,5616015
2009/2/1,330,瑞典,总值,215144
2009/2/1,331,瑞士,总值,137822
2009/2/1,131,沙特阿拉伯,总值,390975
2009/2/1,136,泰国,总值,699917
2009/2/1,137,土耳其,总值,380846
2009/2/1,347,乌克兰,总值,120639
2009/2/1,312,西班牙,总值,628970
2009/2/1,110,香港,总值,9796821
2009/2/1,132,新加坡,总值,1586598
2009/2/1,609,新西兰,总值,101001
2009/2/1,307,意大利,总值,985032
2009/2/1,111,印度,总值,1751027
2009/2/1,112,印度尼西亚,总值,677678
2009/2/1,303,英国,总值,1552062
2009/2/1,141,越南,总值,821127
2009/2/1,412,智利,总值,193633
2009/2/1,344,俄罗斯联邦,总值,913119
2009/2/1,309,荷兰,总值,2029024
2009/2/1,143,台湾省,总值,1082970
2009/2/1,121,澳门,总值,113506
2009/2/1,106,缅甸,总值,128849
2009/2/1,502,美国,总值,11778534
2009/2/1,113,伊朗,总值,519529
2009/2/1,109,朝鲜,总值,91042
2009/3/1,402,阿根廷,总值,228726
2009/3/1,138,阿拉伯联合酋长国,总值,1443069
2009/3/1,315,奥地利,总值,112705
2009/3/1,601,澳大利亚,总值,1566651
2009/3/1,127,巴基斯坦,总值,494539
2009/3/1,410,巴西,总值,762016
2009/3/1,301,比利时,总值,819373
2009/3/1,302,丹麦,总值,352569
2009/3/1,304,德国,总值,3616884
2009/3/1,305,法国,总值,1488974
2009/3/1,129,菲律宾,总值,659079
2009/3/1,318,芬兰,总值,296256
2009/3/1,145,哈萨克斯坦,总值,525384
2009/3/1,133,韩国,总值,4188777
2009/3/1,501,加拿大,总值,1330248
2009/3/1,328,罗马尼亚,总值,169663
2009/3/1,122,马来西亚,总值,1459436
2009/3/1,244,南非,总值,595277
2009/3/1,704,欧洲联盟,总值,17210082
2009/3/1,116,日本,总值,8039982
2009/3/1,330,瑞典,总值,331494
2009/3/1,331,瑞士,总值,217871
2009/3/1,131,沙特阿拉伯,总值,671428
2009/3/1,136,泰国,总值,1070665
2009/3/1,137,土耳其,总值,636020
2009/3/1,347,乌克兰,总值,224211
2009/3/1,312,西班牙,总值,948618
2009/3/1,110,香港,总值,12843023
2009/3/1,132,新加坡,总值,2026083
2009/3/1,609,新西兰,总值,161414
2009/3/1,307,意大利,总值,1567671
2009/3/1,111,印度,总值,2223961
2009/3/1,112,印度尼西亚,总值,1030084
2009/3/1,303,英国,总值,2195786
2009/3/1,141,越南,总值,1168100
2009/3/1,412,智利,总值,327341
2009/3/1,502,美国,总值,16453256
2009/3/1,113,伊朗,总值,475430
2009/3/1,109,朝鲜,总值,129057
2009/3/1,309,荷兰,总值,2475055
2009/3/1,106,缅甸,总值,165423
2009/3/1,143,台湾省,总值,1547047
2009/3/1,121,澳门,总值,133196
2009/3/1,344,俄罗斯联邦,总值,1084543
2009/4/1,402,阿根廷,总值,230400
2009/4/1,138,阿拉伯联合酋长国,总值,1670292
2009/4/1,315,奥地利,总值,108216
2009/4/1,601,澳大利亚,总值,1432976
2009/4/1,127,巴基斯坦,总值,454612
2009/4/1,410,巴西,总值,842032
2009/4/1,301,比利时,总值,843150
2009/4/1,302,丹麦,总值,334856
2009/4/1,304,德国,总值,3615540
2009/4/1,305,法国,总值,1594921
2009/4/1,129,菲律宾,总值,673981
2009/4/1,318,芬兰,总值,285534
2009/4/1,145,哈萨克斯坦,总值,573843
2009/4/1,133,韩国,总值,4146251
2009/4/1,501,加拿大,总值,1252526
2009/4/1,328,罗马尼亚,总值,173068
2009/4/1,122,马来西亚,总值,1685021
2009/4/1,244,南非,总值,583907
2009/4/1,704,欧洲联盟,总值,17352311
2009/4/1,116,日本,总值,7845172
2009/4/1,330,瑞典,总值,297168
2009/4/1,331,瑞士,总值,201112
2009/4/1,131,沙特阿拉伯,总值,925196
2009/4/1,136,泰国,总值,925971
2009/4/1,137,土耳其,总值,686099
2009/4/1,347,乌克兰,总值,245080
2009/4/1,312,西班牙,总值,950895
2009/4/1,110,香港,总值,12513567
2009/4/1,132,新加坡,总值,2133491
2009/4/1,609,新西兰,总值,156566
2009/4/1,307,意大利,总值,1655055
2009/4/1,111,印度,总值,2390276
2009/4/1,112,印度尼西亚,总值,1112294
2009/4/1,303,英国,总值,2320335
2009/4/1,141,越南,总值,1145499
2009/4/1,412,智利,总值,357135
2009/4/1,106,缅甸,总值,163098
2009/4/1,113,伊朗,总值,558277
2009/4/1,344,俄罗斯联邦,总值,1170699
2009/4/1,309,荷兰,总值,2494682
2009/4/1,121,澳门,总值,133483
2009/4/1,143,台湾省,总值,1441595
2009/4/1,502,美国,总值,17178053
2009/4/1,109,朝鲜,总值,130548
2009/5/1,402,阿根廷,总值,272021
2009/5/1,138,阿拉伯联合酋长国,总值,1426174
2009/5/1,127,巴基斯坦,总值,500429
2009/5/1,410,巴西,总值,894027
2009/5/1,302,丹麦,总值,291423
2009/5/1,318,芬兰,总值,298636
2009/5/1,501,加拿大,总值,1238210
2009/5/1,330,瑞典,总值,294617
2009/5/1,136,泰国,总值,962702
2009/5/1,137,土耳其,总值,632361
2009/5/1,315,奥地利,总值,117478
2009/5/1,601,澳大利亚,总值,1467656
2009/5/1,301,比利时,总值,851964
2009/5/1,304,德国,总值,3702685
2009/5/1,305,法国,总值,1598456
2009/5/1,129,菲律宾,总值,616368
2009/5/1,145,哈萨克斯坦,总值,497817
2009/5/1,133,韩国,总值,3958214
2009/5/1,328,罗马尼亚,总值,152140
2009/5/1,122,马来西亚,总值,1527005
2009/5/1,244,南非,总值,527059
2009/5/1,704,欧洲联盟,总值,17274890
2009/5/1,116,日本,总值,6928062
2009/5/1,331,瑞士,总值,191950
2009/5/1,131,沙特阿拉伯,总值,842332
2009/5/1,347,乌克兰,总值,300549
2009/5/1,312,西班牙,总值,1003446
2009/5/1,110,香港,总值,11916521
2009/5/1,132,新加坡,总值,2397345
2009/5/1,609,新西兰,总值,154924
2009/5/1,307,意大利,总值,1599675
2009/5/1,111,印度,总值,2353568
2009/5/1,112,印度尼西亚,总值,1132043
2009/5/1,303,英国,总值,2212144
2009/5/1,141,越南,总值,1200065
2009/5/1,412,智利,总值,378480
2009/5/1,121,澳门,总值,137311
2009/5/1,113,伊朗,总值,550268
2009/5/1,344,俄罗斯联邦,总值,1152265
2009/5/1,502,美国,总值,16706684
2009/5/1,309,荷兰,总值,2602461
2009/5/1,109,朝鲜,总值,128155
2009/5/1,143,台湾省,总值,1480552
2009/5/1,106,缅甸,总值,204353
2009/6/1,402,阿根廷,总值,276863
2009/6/1,138,阿拉伯联合酋长国,总值,1426287
2009/6/1,315,奥地利,总值,111216
2009/6/1,601,澳大利亚,总值,1394722
2009/6/1,127,巴基斯坦,总值,458063
2009/6/1,410,巴西,总值,1006966
2009/6/1,301,比利时,总值,891380
2009/6/1,302,丹麦,总值,346526
2009/6/1,304,德国,总值,3639912
2009/6/1,305,法国,总值,1869377
2009/6/1,129,菲律宾,总值,641043
2009/6/1,318,芬兰,总值,443348
2009/6/1,145,哈萨克斯坦,总值,591125
2009/6/1,133,韩国,总值,4372405
2009/6/1,501,加拿大,总值,1421525
2009/6/1,328,罗马尼亚,总值,205536
2009/6/1,122,马来西亚,总值,1457096
2009/6/1,244,南非,总值,530183
2009/6/1,704,欧洲联盟,总值,18997677
2009/6/1,116,日本,总值,7414694
2009/6/1,330,瑞典,总值,362032
2009/6/1,331,瑞士,总值,223109
2009/6/1,131,沙特阿拉伯,总值,870747
2009/6/1,136,泰国,总值,1063056
2009/6/1,137,土耳其,总值,730903
2009/6/1,347,乌克兰,总值,323629
2009/6/1,312,西班牙,总值,1193172
2009/6/1,110,香港,总值,13157035
2009/6/1,132,新加坡,总值,2379885
2009/6/1,609,新西兰,总值,151152
2009/6/1,307,意大利,总值,1762141
2009/6/1,111,印度,总值,2262761
2009/6/1,112,印度尼西亚,总值,1259457
2009/6/1,303,英国,总值,2408378
2009/6/1,141,越南,总值,1285085
2009/6/1,412,智利,总值,384666
2009/6/1,109,朝鲜,总值,186582
2009/6/1,106,缅甸,总值,187738
2009/6/1,309,荷兰,总值,2941329
2009/6/1,502,美国,总值,17737633
2009/6/1,113,伊朗,总值,642271
2009/6/1,344,俄罗斯联邦,总值,1353531
2009/6/1,121,澳门,总值,146786
2009/6/1,143,台湾省,总值,1577496
2009/7/1,402,阿根廷,总值,324028
2009/7/1,138,阿拉伯联合酋长国,总值,1577155
2009/7/1,315,奥地利,总值,112672
2009/7/1,601,澳大利亚,总值,1850782
2009/7/1,127,巴基斯坦,总值,453609
2009/7/1,410,巴西,总值,1325842
2009/7/1,301,比利时,总值,1036203
2009/7/1,302,丹麦,总值,397443
2009/7/1,304,德国,总值,4330172
2009/7/1,305,法国,总值,1928529
2009/7/1,129,菲律宾,总值,731389
2009/7/1,318,芬兰,总值,433823
2009/7/1,145,哈萨克斯坦,总值,714767
2009/7/1,133,韩国,总值,4306779
2009/7/1,501,加拿大,总值,1634769
2009/7/1,328,罗马尼亚,总值,232018
2009/7/1,122,马来西亚,总值,1840850
2009/7/1,244,南非,总值,614402
2009/7/1,704,欧洲联盟,总值,20730870
2009/7/1,116,日本,总值,8237846
2009/7/1,330,瑞典,总值,436706
2009/7/1,331,瑞士,总值,284049
2009/7/1,131,沙特阿拉伯,总值,918841
2009/7/1,136,泰国,总值,1188364
2009/7/1,137,土耳其,总值,823427
2009/7/1,347,乌克兰,总值,378781
2009/7/1,312,西班牙,总值,1309623
2009/7/1,110,香港,总值,14368527
2009/7/1,132,新加坡,总值,2451992
2009/7/1,609,新西兰,总值,191685
2009/7/1,307,意大利,总值,1678125
2009/7/1,111,印度,总值,2783104
2009/7/1,112,印度尼西亚,总值,1338752
2009/7/1,303,英国,总值,2840440
2009/7/1,141,越南,总值,1349572
2009/7/1,412,智利,总值,427232
2009/7/1,121,澳门,总值,146362
2009/7/1,309,荷兰,总值,3213365
2009/7/1,109,朝鲜,总值,144711
2009/7/1,143,台湾省,总值,1750682
2009/7/1,113,伊朗,总值,669460
2009/7/1,502,美国,总值,20264936
2009/7/1,344,俄罗斯联邦,总值,1381692
2009/7/1,106,缅甸,总值,197384
2009/8/1,402,阿根廷,总值,342214
2009/8/1,138,阿拉伯联合酋长国,总值,1610547
2009/8/1,315,奥地利,总值,111372
2009/8/1,601,澳大利亚,总值,1853305
2009/8/1,127,巴基斯坦,总值,452122
2009/8/1,410,巴西,总值,1392942
2009/8/1,301,比利时,总值,935275
2009/8/1,302,丹麦,总值,324356
2009/8/1,304,德国,总值,4507435
2009/8/1,305,法国,总值,1806043
2009/8/1,129,菲律宾,总值,734094
2009/8/1,318,芬兰,总值,413083
2009/8/1,145,哈萨克斯坦,总值,657999
2009/8/1,133,韩国,总值,4493821
2009/8/1,501,加拿大,总值,1558460
2009/8/1,328,罗马尼亚,总值,202176
2009/8/1,122,马来西亚,总值,1693541
2009/8/1,244,南非,总值,641924
2009/8/1,704,欧洲联盟,总值,20628316
2009/8/1,116,日本,总值,7774392
2009/8/1,330,瑞典,总值,359291
2009/8/1,331,瑞士,总值,257143
2009/8/1,131,沙特阿拉伯,总值,842339
2009/8/1,136,泰国,总值,1181009
2009/8/1,137,土耳其,总值,724734
2009/8/1,347,乌克兰,总值,358896
2009/8/1,312,西班牙,总值,1228819
2009/8/1,110,香港,总值,14280943
2009/8/1,132,新加坡,总值,2652684
2009/8/1,609,新西兰,总值,183052
2009/8/1,307,意大利,总值,1872186
2009/8/1,111,印度,总值,2690567
2009/8/1,112,印度尼西亚,总值,1329026
2009/8/1,303,英国,总值,2773351
2009/8/1,141,越南,总值,1457354
2009/8/1,412,智利,总值,436178
2009/8/1,113,伊朗,总值,616297
2009/8/1,502,美国,总值,18817243
2009/8/1,121,澳门,总值,159379
2009/8/1,106,缅甸,总值,167858
2009/8/1,309,荷兰,总值,3198828
2009/8/1,344,俄罗斯联邦,总值,1453269
2009/8/1,143,台湾省,总值,1849871
2009/9/1,402,阿根廷,总值,384603
2009/9/1,138,阿拉伯联合酋长国,总值,1790629
2009/9/1,315,奥地利,总值,119653
2009/9/1,601,澳大利亚,总值,2100336
2009/9/1,127,巴基斯坦,总值,497025
2009/9/1,410,巴西,总值,1573147
2009/9/1,301,比利时,总值,935409
2009/9/1,302,丹麦,总值,353147
2009/9/1,304,德国,总值,4873984
2009/9/1,305,法国,总值,1892765
2009/9/1,129,菲律宾,总值,895067
2009/9/1,318,芬兰,总值,423748
2009/9/1,145,哈萨克斯坦,总值,816143
2009/9/1,133,韩国,总值,5089647
2009/9/1,501,加拿大,总值,1682213
2009/9/1,328,罗马尼亚,总值,242716
2009/9/1,122,马来西亚,总值,1734192
2009/9/1,244,南非,总值,779329
2009/9/1,704,欧洲联盟,总值,22612651
2009/9/1,116,日本,总值,9763582
2009/9/1,330,瑞典,总值,366624
2009/9/1,331,瑞士,总值,201984
2009/9/1,131,沙特阿拉伯,总值,785430
2009/9/1,136,泰国,总值,1379603
2009/9/1,137,土耳其,总值,807967
2009/9/1,347,乌克兰,总值,359163
2009/9/1,312,西班牙,总值,1286160
2009/9/1,110,香港,总值,16069946
2009/9/1,132,新加坡,总值,2847780
2009/9/1,609,新西兰,总值,204229
2009/9/1,307,意大利,总值,1772351
2009/9/1,111,印度,总值,2668015
2009/9/1,112,印度尼西亚,总值,1279707
2009/9/1,303,英国,总值,3325695
2009/9/1,141,越南,总值,1735129
2009/9/1,412,智利,总值,547469
2009/9/1,502,美国,总值,21155298
2009/9/1,309,荷兰,总值,3660866
2009/9/1,106,缅甸,总值,184275
2009/9/1,344,俄罗斯联邦,总值,1768291
2009/9/1,113,伊朗,总值,798827
2009/9/1,143,台湾省,总值,2064520
2009/9/1,121,澳门,总值,192536
2009/10/1,402,阿根廷,总值,359078
2009/10/1,138,阿拉伯联合酋长国,总值,1580710
2009/10/1,315,奥地利,总值,115957
2009/10/1,601,澳大利亚,总值,2178893
2009/10/1,127,巴基斯坦,总值,445487
2009/10/1,410,巴西,总值,1505350
2009/10/1,301,比利时,总值,871159
2009/10/1,302,丹麦,总值,289876
2009/10/1,304,德国,总值,4785984
2009/10/1,305,法国,总值,2091268
2009/10/1,129,菲律宾,总值,713445
2009/10/1,318,芬兰,总值,451221
2009/10/1,145,哈萨克斯坦,总值,590782
2009/10/1,133,韩国,总值,5108908
2009/10/1,501,加拿大,总值,1545749
2009/10/1,328,罗马尼亚,总值,229761
2009/10/1,122,马来西亚,总值,1689842
2009/10/1,244,南非,总值,748085
2009/10/1,704,欧洲联盟,总值,22315316
2009/10/1,116,日本,总值,8893536
2009/10/1,330,瑞典,总值,355815
2009/10/1,331,瑞士,总值,186972
2009/10/1,131,沙特阿拉伯,总值,660271
2009/10/1,136,泰国,总值,1186874
2009/10/1,137,土耳其,总值,691717
2009/10/1,347,乌克兰,总值,326721
2009/10/1,312,西班牙,总值,1168309
2009/10/1,110,香港,总值,15243842
2009/10/1,132,新加坡,总值,2640918
2009/10/1,609,新西兰,总值,205754
2009/10/1,307,意大利,总值,1647612
2009/10/1,111,印度,总值,2437012
2009/10/1,112,印度尼西亚,总值,1334069
2009/10/1,303,英国,总值,3033171
2009/10/1,141,越南,总值,1449045
2009/10/1,412,智利,总值,488079
2009/10/1,344,俄罗斯联邦,总值,1758083
2009/10/1,143,台湾省,总值,2092123
2009/10/1,121,澳门,总值,146299
2009/10/1,106,缅甸,总值,183264
2009/10/1,309,荷兰,总值,3970554
2009/10/1,113,伊朗,总值,625232
2009/10/1,502,美国,总值,21303891
2009/11/1,402,阿根廷,总值,338538
2009/11/1,138,阿拉伯联合酋长国,总值,1579253
2009/11/1,315,奥地利,总值,122944
2009/11/1,601,澳大利亚,总值,2093392
2009/11/1,127,巴基斯坦,总值,509509
2009/11/1,410,巴西,总值,1491142
2009/11/1,301,比利时,总值,932402
2009/11/1,302,丹麦,总值,298308
2009/11/1,304,德国,总值,4724513
2009/11/1,305,法国,总值,2004052
2009/11/1,129,菲律宾,总值,815280
2009/11/1,318,芬兰,总值,471763
2009/11/1,145,哈萨克斯坦,总值,813211
2009/11/1,133,韩国,总值,5046708
2009/11/1,501,加拿大,总值,1513431
2009/11/1,328,罗马尼亚,总值,256748
2009/11/1,122,马来西亚,总值,1927468
2009/11/1,244,南非,总值,658616
2009/11/1,704,欧洲联盟,总值,22075505
2009/11/1,116,日本,总值,8807012
2009/11/1,330,瑞典,总值,342737
2009/11/1,331,瑞士,总值,220672
2009/11/1,131,沙特阿拉伯,总值,640453
2009/11/1,136,泰国,总值,1363417
2009/11/1,137,土耳其,总值,772673
2009/11/1,347,乌克兰,总值,356438
2009/11/1,312,西班牙,总值,1366794
2009/11/1,110,香港,总值,16718335
2009/11/1,132,新加坡,总值,2982866
2009/11/1,609,新西兰,总值,199657
2009/11/1,307,意大利,总值,1707710
2009/11/1,111,印度,总值,2777618
2009/11/1,112,印度尼西亚,总值,1499181
2009/11/1,303,英国,总值,3057387
2009/11/1,141,越南,总值,1766595
2009/11/1,412,智利,总值,460396
2009/11/1,106,缅甸,总值,278258
2009/11/1,113,伊朗,总值,767333
2009/11/1,502,美国,总值,20006699
2009/11/1,344,俄罗斯联邦,总值,1652179
2009/11/1,143,台湾省,总值,2117434
2009/11/1,121,澳门,总值,232607
2009/11/1,309,荷兰,总值,3721662
2009/12/1,402,阿根廷,总值,371076
2009/12/1,138,阿拉伯联合酋长国,总值,2182920
2009/12/1,315,奥地利,总值,152150
2009/12/1,601,澳大利亚,总值,2043175
2009/12/1,127,巴基斯坦,总值,592958
2009/12/1,410,巴西,总值,1769673
2009/12/1,301,比利时,总值,1202511
2009/12/1,302,丹麦,总值,485592
2009/12/1,304,德国,总值,5044693
2009/12/1,305,法国,总值,2396855
2009/12/1,129,菲律宾,总值,1057028
2009/12/1,318,芬兰,总值,409162
2009/12/1,145,哈萨克斯坦,总值,949617
2009/12/1,133,韩国,总值,5745726
2009/12/1,501,加拿大,总值,1817340
2009/12/1,328,罗马尼亚,总值,245086
2009/12/1,122,马来西亚,总值,2441309
2009/12/1,244,南非,总值,718810
2009/12/1,704,欧洲联盟,总值,24464927
2009/12/1,116,日本,总值,10491535
2009/12/1,330,瑞典,总值,413754
2009/12/1,331,瑞士,总值,239626
2009/12/1,131,沙特阿拉伯,总值,831213
2009/12/1,136,泰国,总值,1481052
2009/12/1,137,土耳其,总值,885330
2009/12/1,347,乌克兰,总值,373949
2009/12/1,312,西班牙,总值,1754551
2009/12/1,110,香港,总值,19823052
2009/12/1,132,新加坡,总值,3814217
2009/12/1,609,新西兰,总值,201188
2009/12/1,307,意大利,总值,2066375
2009/12/1,111,印度,总值,3289450
2009/12/1,112,印度尼西亚,总值,1814880
2009/12/1,303,英国,总值,3123560
2009/12/1,141,越南,总值,2093511
2009/12/1,412,智利,总值,529801
2009/12/1,502,美国,总值,22211868
2009/12/1,344,俄罗斯联邦,总值,2094093
2009/12/1,106,缅甸,总值,281135
2009/12/1,309,荷兰,总值,3636266
2009/12/1,143,台湾省,总值,2382503
2009/12/1,113,伊朗,总值,1046388
2009/12/1,121,澳门,总值,198229
2010/1/1,402,阿根廷,总值,359629
2010/1/1,138,阿拉伯联合酋长国,总值,1569698
2010/1/1,315,奥地利,总值,123934
2010/1/1,601,澳大利亚,总值,2087265
2010/1/1,127,巴基斯坦,总值,500027
2010/1/1,410,巴西,总值,1550121
2010/1/1,301,比利时,总值,1167965
2010/1/1,302,丹麦,总值,376907
2010/1/1,304,德国,总值,4911659
2010/1/1,305,法国,总值,2277919
2010/1/1,129,菲律宾,总值,896520
2010/1/1,318,芬兰,总值,387754
2010/1/1,145,哈萨克斯坦,总值,548062
2010/1/1,133,韩国,总值,4408169
2010/1/1,501,加拿大,总值,1665704
2010/1/1,328,罗马尼亚,总值,219673
2010/1/1,122,马来西亚,总值,2036748
2010/1/1,244,南非,总值,760083
2010/1/1,704,欧洲联盟,总值,23347380
2010/1/1,116,日本,总值,8598028
2010/1/1,330,瑞典,总值,415389
2010/1/1,331,瑞士,总值,217022
2010/1/1,131,沙特阿拉伯,总值,655786
2010/1/1,136,泰国,总值,1290279
2010/1/1,137,土耳其,总值,805192
2010/1/1,347,乌克兰,总值,370831
2010/1/1,312,西班牙,总值,1553597
2010/1/1,110,香港,总值,12785064
2010/1/1,132,新加坡,总值,2771391
2010/1/1,609,新西兰,总值,200833
2010/1/1,307,意大利,总值,2147672
2010/1/1,111,印度,总值,2806171
2010/1/1,112,印度尼西亚,总值,1367053
2010/1/1,303,英国,总值,2870500
2010/1/1,141,越南,总值,1725571
2010/1/1,412,智利,总值,529683
2010/1/1,113,伊朗,总值,962289
2010/1/1,143,台湾省,总值,2086363
2010/1/1,121,澳门,总值,147651
2010/1/1,106,缅甸,总值,313967
2010/1/1,344,俄罗斯联邦,总值,1828404
2010/1/1,309,荷兰,总值,3604483
2010/1/1,502,美国,总值,18725210
2010/2/1,402,阿根廷,总值,324214
2010/2/1,138,阿拉伯联合酋长国,总值,1325434
2010/2/1,315,奥地利,总值,124129
2010/2/1,601,澳大利亚,总值,1586435
2010/2/1,127,巴基斯坦,总值,407619
2010/2/1,410,巴西,总值,1333367
2010/2/1,301,比利时,总值,880695
2010/2/1,302,丹麦,总值,317325
2010/2/1,304,德国,总值,4609913
2010/2/1,305,法国,总值,1812975
2010/2/1,129,菲律宾,总值,735412
2010/2/1,318,芬兰,总值,437012
2010/2/1,145,哈萨克斯坦,总值,613654
2010/2/1,133,韩国,总值,4396001
2010/2/1,501,加拿大,总值,1364945
2010/2/1,328,罗马尼亚,总值,199519
2010/2/1,122,马来西亚,总值,1445443
2010/2/1,244,南非,总值,670763
2010/2/1,704,欧洲联盟,总值,20581566
2010/2/1,116,日本,总值,7551051
2010/2/1,330,瑞典,总值,363104
2010/2/1,331,瑞士,总值,200910
2010/2/1,131,沙特阿拉伯,总值,593511
2010/2/1,136,泰国,总值,1201435
2010/2/1,137,土耳其,总值,805791
2010/2/1,347,乌克兰,总值,402337
2010/2/1,312,西班牙,总值,1222551
2010/2/1,110,香港,总值,11009785
2010/2/1,132,新加坡,总值,2260213
2010/2/1,609,新西兰,总值,168539
2010/2/1,307,意大利,总值,1869302
2010/2/1,111,印度,总值,2696258
2010/2/1,112,印度尼西亚,总值,1266575
2010/2/1,303,英国,总值,2458342
2010/2/1,141,越南,总值,900804
2010/2/1,412,智利,总值,471037
2010/2/1,143,台湾省,总值,1616133
2010/2/1,502,美国,总值,16395608
2010/2/1,106,缅甸,总值,214846
2010/2/1,121,澳门,总值,144378
2010/2/1,309,荷兰,总值,3308221
2010/2/1,113,伊朗,总值,803301
2010/2/1,344,俄罗斯联邦,总值,1738760
2010/3/1,110,香港,总值,17201997
2010/3/1,111,印度,总值,2838536
2010/3/1,112,印度尼西亚,总值,1479881
2010/3/1,122,马来西亚,总值,1771292
2010/3/1,127,巴基斯坦,总值,446401
2010/3/1,116,日本,总值,9560057
2010/3/1,129,菲律宾,总值,884912
2010/3/1,131,沙特阿拉伯,总值,625844
2010/3/1,132,新加坡,总值,2823696
2010/3/1,133,韩国,总值,5776442
2010/3/1,136,泰国,总值,1560122
2010/3/1,137,土耳其,总值,854485
2010/3/1,138,阿拉伯联合酋长国,总值,1393809
2010/3/1,141,越南,总值,1592357
2010/3/1,145,哈萨克斯坦,总值,458686
2010/3/1,244,南非,总值,725206
2010/3/1,704,欧洲联盟,总值,21450239
2010/3/1,301,比利时,总值,906286
2010/3/1,302,丹麦,总值,355395
2010/3/1,303,英国,总值,2501439
2010/3/1,304,德国,总值,4670076
2010/3/1,305,法国,总值,2187140
2010/3/1,307,意大利,总值,2091636
2010/3/1,312,西班牙,总值,1152633
2010/3/1,315,奥地利,总值,130216
2010/3/1,318,芬兰,总值,387632
2010/3/1,328,罗马尼亚,总值,216293
2010/3/1,330,瑞典,总值,361423
2010/3/1,331,瑞士,总值,207661
2010/3/1,347,乌克兰,总值,294156
2010/3/1,402,阿根廷,总值,326250
2010/3/1,410,巴西,总值,1493361
2010/3/1,412,智利,总值,432125
2010/3/1,501,加拿大,总值,1530583
2010/3/1,601,澳大利亚,总值,1911462
2010/3/1,609,新西兰,总值,154131
2010/3/1,121,澳门,总值,164662
2010/3/1,344,俄罗斯联邦,总值,1631153
2010/3/1,113,伊朗,总值,614579
2010/3/1,106,缅甸,总值,273268
2010/3/1,502,美国,总值,19330589
2010/3/1,309,荷兰,总值,3580260
2010/3/1,143,台湾省,总值,2310083
2010/4/1,110,香港,总值,17024876
2010/4/1,111,印度,总值,3158567
2010/4/1,112,印度尼西亚,总值,1806840
2010/4/1,116,日本,总值,9778951
2010/4/1,122,马来西亚,总值,2032322
