月度标识,地区代码,地区名称,Category,本月进口金额
2025/1/8,143,台湾省,总值,9318976
2025/1/8,309,荷兰,总值,495692
2025/1/8,113,伊朗,总值,1755499
2025/1/8,121,澳门,总值,23822
2025/1/8,502,美国,总值,7066765
2025/1/8,106,缅甸,总值,43975
2025/2/8,402,阿根廷,总值,530153
2025/2/8,138,阿拉伯联合酋长国,总值,438248
2025/2/8,315,奥地利,总值,211032
2025/2/8,601,澳大利亚,总值,2464379
2025/2/8,127,巴基斯坦,总值,60922
2025/2/8,410,巴西,总值,1713538
2025/2/8,301,比利时,总值,351703
2025/2/8,327,波兰,总值,112681
2025/2/8,302,丹麦,总值,119112
2025/2/8,304,德国,总值,3505130
2025/2/8,305,法国,总值,969510
2025/2/8,129,菲律宾,总值,1769862
2025/2/8,318,芬兰,总值,194371
2025/2/8,145,哈萨克斯坦,总值,547956
2025/2/8,133,韩国,总值,7700902
2025/2/8,501,加拿大,总值,916547
2025/2/8,328,罗马尼亚,总值,22836
2025/2/8,122,马来西亚,总值,2120200
2025/2/8,244,南非,总值,525933
2025/2/8,704,欧洲联盟,总值,8388135
2025/2/8,116,日本,总值,10586628
2025/2/8,330,瑞典,总值,334251
2025/2/8,331,瑞士,总值,435025
2025/2/8,131,沙特阿拉伯,总值,2075247
2025/2/8,136,泰国,总值,1858103
2025/2/8,137,土耳其,总值,99962
2025/2/8,347,乌克兰,总值,73267
2025/2/8,312,西班牙,总值,356262
2025/2/8,110,香港,总值,930598
2025/2/8,132,新加坡,总值,1316176
2025/2/8,609,新西兰,总值,115176
2025/2/8,307,意大利,总值,715620
2025/2/8,111,印度,总值,2037764
2025/2/8,112,印度尼西亚,总值,1177141
2025/2/8,303,英国,总值,602855
2025/2/8,141,越南,总值,249591
2025/2/8,412,智利,总值,1064879
2025/2/8,121,澳门,总值,15874
2025/2/8,143,台湾省,总值,7622664
2025/2/8,109,朝鲜,总值,31963
2025/2/8,106,缅甸,总值,31235
2025/2/8,309,荷兰,总值,354504
2025/2/8,113,伊朗,总值,1400731
2025/2/8,502,美国,总值,6052609
2025/2/8,344,俄罗斯联邦,总值,1845468
2025/3/8,402,阿根廷,总值,468201
2025/3/8,138,阿拉伯联合酋长国,总值,131277
2025/3/8,315,奥地利,总值,277941
2025/3/8,601,澳大利亚,总值,2532450
2025/3/8,127,巴基斯坦,总值,78205
2025/3/8,410,巴西,总值,1640634
2025/3/8,301,比利时,总值,454711
2025/3/8,327,波兰,总值,161858
2025/3/8,302,丹麦,总值,225709
2025/3/8,304,德国,总值,4445411
2025/3/8,305,法国,总值,1398897
2025/3/8,129,菲律宾,总值,2051705
2025/3/8,318,芬兰,总值,239631
2025/3/8,145,哈萨克斯坦,总值,494939
2025/3/8,133,韩国,总值,9502860
2025/3/8,501,加拿大,总值,1031875
2025/3/8,328,罗马尼亚,总值,30214
2025/3/8,122,马来西亚,总值,2727339
2025/3/8,244,南非,总值,713800
2025/3/8,704,欧洲联盟,总值,11188396
2025/3/8,116,日本,总值,12730348
2025/3/8,330,瑞典,总值,408002
2025/3/8,331,瑞士,总值,546714
2025/3/8,131,沙特阿拉伯,总值,2801246
2025/3/8,136,泰国,总值,2249742
2025/3/8,137,土耳其,总值,114223
2025/3/8,347,乌克兰,总值,140069
2025/3/8,312,西班牙,总值,486609
2025/3/8,110,香港,总值,1211692
2025/3/8,132,新加坡,总值,1451881
2025/3/8,609,新西兰,总值,166618
2025/3/8,307,意大利,总值,960047
2025/3/8,111,印度,总值,2156214
2025/3/8,112,印度尼西亚,总值,1396449
2025/3/8,303,英国,总值,881694
2025/3/8,141,越南,总值,383632
2025/3/8,412,智利,总值,960859
2025/3/8,143,台湾省,总值,8965932
2025/3/8,309,荷兰,总值,540304
2025/3/8,106,缅甸,总值,60213
2025/3/8,121,澳门,总值,25166
2025/3/8,502,美国,总值,7100090
2025/3/8,109,朝鲜,总值,45595
2025/3/8,344,俄罗斯联邦,总值,2058526
2025/3/8,113,伊朗,总值,1821674
2025/4/8,127,巴基斯坦,总值,85007
2025/4/8,129,菲律宾,总值,1943949
2025/4/8,133,韩国,总值,10192474
2025/4/8,122,马来西亚,总值,2794623
2025/4/8,116,日本,总值,13954883
2025/4/8,131,沙特阿拉伯,总值,1791268
2025/4/8,136,泰国,总值,2110395
2025/4/8,137,土耳其,总值,131775
2025/4/8,110,香港,总值,1175441
2025/4/8,132,新加坡,总值,1925187
2025/4/8,111,印度,总值,2787616
2025/4/8,112,印度尼西亚,总值,1548250
2025/4/8,402,阿根廷,总值,341123
2025/4/8,138,阿拉伯联合酋长国,总值,336889
2025/4/8,315,奥地利,总值,285407
2025/4/8,601,澳大利亚,总值,3232027
2025/4/8,410,巴西,总值,2106520
2025/4/8,301,比利时,总值,512436
2025/4/8,302,丹麦,总值,216227
2025/4/8,304,德国,总值,5119285
2025/4/8,305,法国,总值,1416144
2025/4/8,318,芬兰,总值,323012
2025/4/8,145,哈萨克斯坦,总值,688800
2025/4/8,501,加拿大,总值,1150868
2025/4/8,328,罗马尼亚,总值,32987
2025/4/8,244,南非,总值,1022049
2025/4/8,704,欧洲联盟,总值,12011793
2025/4/8,330,瑞典,总值,423258
2025/4/8,331,瑞士,总值,695889
2025/4/8,347,乌克兰,总值,152036
2025/4/8,312,西班牙,总值,494208
2025/4/8,609,新西兰,总值,179128
2025/4/8,307,意大利,总值,1042270
2025/4/8,303,英国,总值,863327
2025/4/8,141,越南,总值,354621
2025/4/8,412,智利,总值,1277031
2025/4/8,113,伊朗,总值,1956976
2025/4/8,502,美国,总值,7807850
2025/4/8,109,朝鲜,总值,57166
2025/4/8,309,荷兰,总值,515587
2025/4/8,143,台湾省,总值,9852216
2025/4/8,106,缅甸,总值,62909
2025/4/8,121,澳门,总值,21810
2025/4/8,344,俄罗斯联邦,总值,2570494
2025/5/8,402,阿根廷,总值,434631
2025/5/8,138,阿拉伯联合酋长国,总值,508734
2025/5/8,315,奥地利,总值,255543
2025/5/8,601,澳大利亚,总值,2833679
2025/5/8,127,巴基斯坦,总值,98648
2025/5/8,410,巴西,总值,3151932
2025/5/8,301,比利时,总值,503409
2025/5/8,302,丹麦,总值,227007
2025/5/8,304,德国,总值,5131664
2025/5/8,305,法国,总值,1035842
2025/5/8,129,菲律宾,总值,1872943
2025/5/8,318,芬兰,总值,321973
2025/5/8,145,哈萨克斯坦,总值,606868
2025/5/8,133,韩国,总值,9866480
2025/5/8,501,加拿大,总值,1063274
2025/5/8,328,罗马尼亚,总值,33050
2025/5/8,122,马来西亚,总值,2985556
2025/5/8,244,南非,总值,863197
2025/5/8,704,欧洲联盟,总值,11728528
2025/5/8,116,日本,总值,12480231
2025/5/8,330,瑞典,总值,438203
2025/5/8,331,瑞士,总值,635235
2025/5/8,131,沙特阿拉伯,总值,2978976
2025/5/8,136,泰国,总值,2049145
2025/5/8,137,土耳其,总值,135956
2025/5/8,347,乌克兰,总值,106998
2025/5/8,312,西班牙,总值,530341
2025/5/8,110,香港,总值,985030
2025/5/8,132,新加坡,总值,1985441
2025/5/8,609,新西兰,总值,154411
2025/5/8,307,意大利,总值,1119683
2025/5/8,111,印度,总值,2424882
2025/5/8,112,印度尼西亚,总值,1433222
2025/5/8,303,英国,总值,840354
2025/5/8,141,越南,总值,316543
2025/5/8,412,智利,总值,914864
2025/5/8,502,美国,总值,6921235
2025/5/8,109,朝鲜,总值,65515
2025/5/8,309,荷兰,总值,457229
2025/5/8,121,澳门,总值,27435
2025/5/8,106,缅甸,总值,64107
2025/5/8,344,俄罗斯联邦,总值,1975102
2025/5/8,143,台湾省,总值,9695143
2025/5/8,113,伊朗,总值,1760212
2025/6/8,402,阿根廷,总值,981219
2025/6/8,138,阿拉伯联合酋长国,总值,242097
2025/6/8,315,奥地利,总值,259115
2025/6/8,601,澳大利亚,总值,3145154
2025/6/8,127,巴基斯坦,总值,98984
2025/6/8,410,巴西,总值,2875033
2025/6/8,301,比利时,总值,494324
2025/6/8,302,丹麦,总值,224579
2025/6/8,304,德国,总值,4896577
2025/6/8,305,法国,总值,1193394
2025/6/8,129,菲律宾,总值,1886187
2025/6/8,318,芬兰,总值,283586
2025/6/8,145,哈萨克斯坦,总值,707679
2025/6/8,133,韩国,总值,10065140
2025/6/8,501,加拿大,总值,1117116
2025/6/8,328,罗马尼亚,总值,40985
2025/6/8,122,马来西亚,总值,2710885
2025/6/8,244,南非,总值,698715
2025/6/8,704,欧洲联盟,总值,11519960
2025/6/8,116,日本,总值,13558615
2025/6/8,330,瑞典,总值,436977
2025/6/8,331,瑞士,总值,626028
2025/6/8,131,沙特阿拉伯,总值,3200250
2025/6/8,136,泰国,总值,2274489
2025/6/8,137,土耳其,总值,198399
2025/6/8,347,乌克兰,总值,116993
2025/6/8,312,西班牙,总值,541974
2025/6/8,110,香港,总值,956382
2025/6/8,132,新加坡,总值,1762653
2025/6/8,609,新西兰,总值,147990
2025/6/8,307,意大利,总值,1016300
2025/6/8,111,印度,总值,1822321
2025/6/8,112,印度尼西亚,总值,1139566
2025/6/8,303,英国,总值,894856
2025/6/8,141,越南,总值,290332
2025/6/8,412,智利,总值,900798
2025/6/8,106,缅甸,总值,52857
2025/6/8,109,朝鲜,总值,77976
2025/6/8,113,伊朗,总值,1275422
2025/6/8,344,俄罗斯联邦,总值,2110187
2025/6/8,143,台湾省,总值,9469209
2025/6/8,309,荷兰,总值,426534
2025/6/8,121,澳门,总值,25002
2025/6/8,502,美国,总值,6563017
2025/7/8,402,阿根廷,总值,707791
2025/7/8,138,阿拉伯联合酋长国,总值,658264
2025/7/8,315,奥地利,总值,296016
2025/7/8,601,澳大利亚,总值,3985142
2025/7/8,127,巴基斯坦,总值,108148
2025/7/8,410,巴西,总值,3375552
2025/7/8,301,比利时,总值,531713
2025/7/8,302,丹麦,总值,322636
2025/7/8,304,德国,总值,5275185
2025/7/8,305,法国,总值,1552017
2025/7/8,129,菲律宾,总值,1721113
2025/7/8,318,芬兰,总值,288847
2025/7/8,145,哈萨克斯坦,总值,785401
2025/7/8,133,韩国,总值,11425872
2025/7/8,501,加拿大,总值,1437891
2025/7/8,328,罗马尼亚,总值,38136
2025/7/8,122,马来西亚,总值,3154972
2025/7/8,244,南非,总值,845536
2025/7/8,704,欧洲联盟,总值,12996503
2025/7/8,116,日本,总值,15046935
2025/7/8,330,瑞典,总值,452025
2025/7/8,331,瑞士,总值,783733
2025/7/8,131,沙特阿拉伯,总值,3121387
2025/7/8,136,泰国,总值,2283191
2025/7/8,137,土耳其,总值,222717
2025/7/8,347,乌克兰,总值,192779
2025/7/8,312,西班牙,总值,506588
2025/7/8,110,香港,总值,1267268
2025/7/8,132,新加坡,总值,2398237
2025/7/8,609,新西兰,总值,169905
2025/7/8,307,意大利,总值,1239142
2025/7/8,111,印度,总值,1614149
2025/7/8,112,印度尼西亚,总值,1378580
2025/7/8,303,英国,总值,923042
2025/7/8,141,越南,总值,512171
2025/7/8,412,智利,总值,868649
2025/7/8,109,朝鲜,总值,97558
2025/7/8,344,俄罗斯联邦,总值,2308022
2025/7/8,309,荷兰,总值,644639
2025/7/8,502,美国,总值,7213318
2025/7/8,106,缅甸,总值,60886
2025/7/8,143,台湾省,总值,10381773
2025/7/8,113,伊朗,总值,2753626
2025/7/8,121,澳门,总值,30720
2025/8/8,402,阿根廷,总值,982590
2025/8/8,138,阿拉伯联合酋长国,总值,317051
2025/8/8,315,奥地利,总值,244017
2025/8/8,601,澳大利亚,总值,3666351
2025/8/8,127,巴基斯坦,总值,93032
2025/8/8,410,巴西,总值,3701244
2025/8/8,301,比利时,总值,399488
2025/8/8,302,丹麦,总值,215340
2025/8/8,304,德国,总值,5100979
2025/8/8,305,法国,总值,1652900
2025/8/8,129,菲律宾,总值,1682322
2025/8/8,318,芬兰,总值,342194
2025/8/8,145,哈萨克斯坦,总值,908446
2025/8/8,133,韩国,总值,10188502
2025/8/8,501,加拿大,总值,1158074
2025/8/8,328,罗马尼亚,总值,31070
2025/8/8,122,马来西亚,总值,3092206
2025/8/8,244,南非,总值,704036
2025/8/8,704,欧洲联盟,总值,12121561
2025/8/8,116,日本,总值,13524161
2025/8/8,330,瑞典,总值,439077
2025/8/8,331,瑞士,总值,593509
2025/8/8,131,沙特阿拉伯,总值,2643024
2025/8/8,136,泰国,总值,2311512
2025/8/8,137,土耳其,总值,199345
2025/8/8,347,乌克兰,总值,99938
2025/8/8,312,西班牙,总值,505156
2025/8/8,110,香港,总值,1180956
2025/8/8,132,新加坡,总值,1777984
2025/8/8,609,新西兰,总值,147901
2025/8/8,307,意大利,总值,1131249
2025/8/8,111,印度,总值,1402477
2025/8/8,112,印度尼西亚,总值,1290489
2025/8/8,303,英国,总值,786941
2025/8/8,141,越南,总值,429158
2025/8/8,412,智利,总值,816999
2025/8/8,309,荷兰,总值,465775
2025/8/8,121,澳门,总值,22870
2025/8/8,143,台湾省,总值,9701746
2025/8/8,113,伊朗,总值,2225603
2025/8/8,106,缅甸,总值,42422
2025/8/8,502,美国,总值,6531537
2025/8/8,109,朝鲜,总值,95183
2025/8/8,344,俄罗斯联邦,总值,2387209
2025/9/8,402,阿根廷,总值,1719071
2025/9/8,138,阿拉伯联合酋长国,总值,236339
2025/9/8,315,奥地利,总值,253256
2025/9/8,601,澳大利亚,总值,3750491
2025/9/8,127,巴基斯坦,总值,94830
2025/9/8,410,巴西,总值,3461565
2025/9/8,301,比利时,总值,481165
2025/9/8,302,丹麦,总值,206317
2025/9/8,304,德国,总值,5005209
2025/9/8,305,法国,总值,1542119
2025/9/8,129,菲律宾,总值,1566041
2025/9/8,318,芬兰,总值,381296
2025/9/8,145,哈萨克斯坦,总值,716342
2025/9/8,133,韩国,总值,10731993
2025/9/8,501,加拿大,总值,1156376
2025/9/8,328,罗马尼亚,总值,29769
2025/9/8,122,马来西亚,总值,3283544
2025/9/8,244,南非,总值,864204
2025/9/8,704,欧洲联盟,总值,11844214
2025/9/8,116,日本,总值,13938726
2025/9/8,330,瑞典,总值,454401
2025/9/8,331,瑞士,总值,618040
2025/9/8,131,沙特阿拉伯,总值,3875989
2025/9/8,136,泰国,总值,2452096
2025/9/8,137,土耳其,总值,280967
2025/9/8,347,乌克兰,总值,72293
2025/9/8,312,西班牙,总值,560732
2025/9/8,110,香港,总值,1362073
2025/9/8,132,新加坡,总值,1717236
2025/9/8,609,新西兰,总值,166739
2025/9/8,307,意大利,总值,954618
2025/9/8,111,印度,总值,1277462
2025/9/8,112,印度尼西亚,总值,1248678
2025/9/8,303,英国,总值,803986
2025/9/8,141,越南,总值,388193
2025/9/8,412,智利,总值,928585
2025/9/8,143,台湾省,总值,9364542
2025/9/8,344,俄罗斯联邦,总值,2224834
2025/9/8,502,美国,总值,7128500
2025/9/8,106,缅甸,总值,73579
2025/9/8,309,荷兰,总值,390829
2025/9/8,113,伊朗,总值,1930926
2025/9/8,109,朝鲜,总值,80406
2025/9/8,121,澳门,总值,23938
2025/10/8,402,阿根廷,总值,1067050
2025/10/8,138,阿拉伯联合酋长国,总值,554591
2025/10/8,315,奥地利,总值,250769
2025/10/8,601,澳大利亚,总值,2950786
2025/10/8,127,巴基斯坦,总值,91895
2025/10/8,410,巴西,总值,2333370
2025/10/8,301,比利时,总值,388486
2025/10/8,302,丹麦,总值,234555
2025/10/8,304,德国,总值,4492216
2025/10/8,305,法国,总值,1320197
2025/10/8,129,菲律宾,总值,1260881
2025/10/8,318,芬兰,总值,283386
2025/10/8,145,哈萨克斯坦,总值,781033
2025/10/8,133,韩国,总值,9556963
2025/10/8,501,加拿大,总值,923058
2025/10/8,328,罗马尼亚,总值,24505
2025/10/8,122,马来西亚,总值,2644159
2025/10/8,244,南非,总值,932599
2025/10/8,704,欧洲联盟,总值,10635916
2025/10/8,116,日本,总值,12885647
2025/10/8,330,瑞典,总值,448565
2025/10/8,331,瑞士,总值,603109
2025/10/8,131,沙特阿拉伯,总值,2914560
2025/10/8,136,泰国,总值,2350351
2025/10/8,137,土耳其,总值,196434
2025/10/8,347,乌克兰,总值,62777
2025/10/8,312,西班牙,总值,431449
2025/10/8,110,香港,总值,1155002
2025/10/8,132,新加坡,总值,1495450
2025/10/8,609,新西兰,总值,156079
2025/10/8,307,意大利,总值,859434
2025/10/8,111,印度,总值,938300
2025/10/8,112,印度尼西亚,总值,1045486
2025/10/8,303,英国,总值,740545
2025/10/8,141,越南,总值,346471
2025/10/8,412,智利,总值,947285
2025/10/8,121,澳门,总值,22015
2025/10/8,113,伊朗,总值,1376023
2025/10/8,143,台湾省,总值,8070409
2025/10/8,106,缅甸,总值,48788
2025/10/8,309,荷兰,总值,385559
2025/10/8,344,俄罗斯联邦,总值,1644767
2025/10/8,109,朝鲜,总值,66464
2025/10/8,502,美国,总值,6198880
2025/11/8,402,阿根廷,总值,1057920
2025/11/8,138,阿拉伯联合酋长国,总值,274187
2025/11/8,315,奥地利,总值,228882
2025/11/8,601,澳大利亚,总值,2711205
2025/11/8,127,巴基斯坦,总值,63297
2025/11/8,410,巴西,总值,2312564
2025/11/8,301,比利时,总值,351031
2025/11/8,302,丹麦,总值,193623
2025/11/8,304,德国,总值,4164678
2025/11/8,305,法国,总值,1178018
2025/11/8,129,菲律宾,总值,972274
2025/11/8,318,芬兰,总值,306381
2025/11/8,145,哈萨克斯坦,总值,463657
2025/11/8,133,韩国,总值,7047612
2025/11/8,501,加拿大,总值,932097
2025/11/8,328,罗马尼亚,总值,22970
2025/11/8,122,马来西亚,总值,2078403
2025/11/8,244,南非,总值,769795
2025/11/8,704,欧洲联盟,总值,9608377
2025/11/8,116,日本,总值,10436488
2025/11/8,330,瑞典,总值,381213
2025/11/8,331,瑞士,总值,381213
2025/11/8,131,沙特阿拉伯,总值,2179833
2025/11/8,136,泰国,总值,1883757
2025/11/8,137,土耳其,总值,124899
2025/11/8,347,乌克兰,总值,38508
2025/11/8,312,西班牙,总值,318310
2025/11/8,110,香港,总值,767999
2025/11/8,132,新加坡,总值,1227213
2025/11/8,609,新西兰,总值,159265
2025/11/8,307,意大利,总值,763221
2025/11/8,111,印度,总值,675085
2025/11/8,112,印度尼西亚,总值,724682
2025/11/8,303,英国,总值,673596
2025/11/8,141,越南,总值,286546
2025/11/8,412,智利,总值,782454
2025/11/8,344,俄罗斯联邦,总值,1382127
2025/11/8,109,朝鲜,总值,41382
2025/11/8,121,澳门,总值,31957
2025/11/8,143,台湾省,总值,5643580
2025/11/8,106,缅甸,总值,46205
2025/11/8,309,荷兰,总值,347846
2025/11/8,502,美国,总值,6165640
2025/11/8,113,伊朗,总值,719493
2025/12/8,402,阿根廷,总值,371014
2025/12/8,138,阿拉伯联合酋长国,总值,297820
2025/12/8,315,奥地利,总值,260952
2025/12/8,601,澳大利亚,总值,2184133
2025/12/8,127,巴基斯坦,总值,63603
2025/12/8,410,巴西,总值,1493590
2025/12/8,301,比利时,总值,383192
2025/12/8,302,丹麦,总值,197291
2025/12/8,304,德国,总值,4528090
2025/12/8,305,法国,总值,1332863
2025/12/8,129,菲律宾,总值,876916
2025/12/8,318,芬兰,总值,311582
2025/12/8,145,哈萨克斯坦,总值,455336
2025/12/8,133,韩国,总值,6520772
2025/12/8,501,加拿大,总值,845095
2025/12/8,328,罗马尼亚,总值,34912
2025/12/8,122,马来西亚,总值,1974464
2025/12/8,244,南非,总值,528026
2025/12/8,704,欧洲联盟,总值,10473699
2025/12/8,116,日本,总值,10545350
2025/12/8,330,瑞典,总值,423072
2025/12/8,331,瑞士,总值,643578
2025/12/8,131,沙特阿拉伯,总值,1578812
2025/12/8,136,泰国,总值,1697658
2025/12/8,137,土耳其,总值,128331
2025/12/8,347,乌克兰,总值,39729
2025/12/8,312,西班牙,总值,271682
2025/12/8,110,香港,总值,858039
2025/12/8,132,新加坡,总值,1370572
2025/12/8,609,新西兰,总值,182325
2025/12/8,307,意大利,总值,885176
2025/12/8,111,印度,总值,1039729
2025/12/8,112,印度尼西亚,总值,842304
2025/12/8,303,英国,总值,766039
2025/12/8,141,越南,总值,326792
2025/12/8,412,智利,总值,638886
2025/12/8,309,荷兰,总值,341691
2025/12/8,143,台湾省,总值,5243280
2025/12/8,344,俄罗斯联邦,总值,1276561
2025/12/8,109,朝鲜,总值,48004
2025/12/8,106,缅甸,总值,58450
2025/12/8,121,澳门,总值,35410
2025/12/8,502,美国,总值,6747284
2025/12/8,113,伊朗,总值,605856
2025/1/9,402,阿根廷,总值,260803
2025/1/9,138,阿拉伯联合酋长国,总值,145620
2025/1/9,315,奥地利,总值,245594
2025/1/9,601,澳大利亚,总值,1875524
2025/1/9,127,巴基斯坦,总值,48625
2025/1/9,410,巴西,总值,772137
2025/1/9,301,比利时,总值,305112
2025/1/9,302,丹麦,总值,154068
2025/1/9,304,德国,总值,3552598
2025/1/9,305,法国,总值,896850
2025/1/9,129,菲律宾,总值,547368
2025/1/9,318,芬兰,总值,342262
2025/1/9,145,哈萨克斯坦,总值,312651
2025/1/9,133,韩国,总值,5027968
2025/1/9,501,加拿大,总值,661349
2025/1/9,328,罗马尼亚,总值,18750
2025/1/9,122,马来西亚,总值,1423514
2025/1/9,244,南非,总值,393927
2025/1/9,704,欧洲联盟,总值,8102641
2025/1/9,116,日本,总值,6266573
2025/1/9,330,瑞典,总值,363992
2025/1/9,331,瑞士,总值,467818
2025/1/9,131,沙特阿拉伯,总值,1261774
2025/1/9,136,泰国,总值,1108314
2025/1/9,137,土耳其,总值,87230
2025/1/9,347,乌克兰,总值,78102
2025/1/9,312,西班牙,总值,237820
2025/1/9,110,香港,总值,459630
2025/1/9,132,新加坡,总值,984362
2025/1/9,609,新西兰,总值,162766
2025/1/9,307,意大利,总值,751476
2025/1/9,111,印度,总值,860865
2025/1/9,112,印度尼西亚,总值,659901
2025/1/9,303,英国,总值,460415
2025/1/9,141,越南,总值,227728
2025/1/9,412,智利,总值,635891
2025/1/9,502,美国,总值,4954468
2025/1/9,113,伊朗,总值,835407
2025/1/9,106,缅甸,总值,27016
2025/1/9,121,澳门,总值,29054
2025/1/9,143,台湾省,总值,3904006
2025/1/9,309,荷兰,总值,213710
2025/1/9,109,朝鲜,总值,43107
2025/1/9,344,俄罗斯联邦,总值,827298
2025/2/9,402,阿根廷,总值,218307
2025/2/9,138,阿拉伯联合酋长国,总值,217660
2025/2/9,315,奥地利,总值,223183
2025/2/9,601,澳大利亚,总值,2613132
2025/2/9,127,巴基斯坦,总值,73252
2025/2/9,410,巴西,总值,1129460
2025/2/9,301,比利时,总值,297819
2025/2/9,302,丹麦,总值,138752
2025/2/9,304,德国,总值,3328916
2025/2/9,305,法国,总值,918856
2025/2/9,129,菲律宾,总值,744349
2025/2/9,318,芬兰,总值,245769
2025/2/9,145,哈萨克斯坦,总值,364417
2025/2/9,133,韩国,总值,6615800
2025/2/9,501,加拿大,总值,821773
2025/2/9,328,罗马尼亚,总值,22458
2025/2/9,122,马来西亚,总值,1779625
2025/2/9,244,南非,总值,498937
2025/2/9,704,欧洲联盟,总值,7980967
2025/2/9,116,日本,总值,8431072
2025/2/9,330,瑞典,总值,406175
2025/2/9,331,瑞士,总值,469518
2025/2/9,131,沙特阿拉伯,总值,1418306
2025/2/9,136,泰国,总值,1459095
2025/2/9,137,土耳其,总值,70312
2025/2/9,347,乌克兰,总值,80588
2025/2/9,312,西班牙,总值,255287
2025/2/9,110,香港,总值,505435
2025/2/9,132,新加坡,总值,1151211
2025/2/9,609,新西兰,总值,166489
2025/2/9,307,意大利,总值,736542
2025/2/9,111,印度,总值,1142200
2025/2/9,112,印度尼西亚,总值,792363
2025/2/9,303,英国,总值,475930
2025/2/9,141,越南,总值,286784
2025/2/9,412,智利,总值,572682
2025/2/9,344,俄罗斯联邦,总值,1161764
2025/2/9,309,荷兰,总值,250951
2025/2/9,143,台湾省,总值,4568545
2025/2/9,121,澳门,总值,33121
2025/2/9,106,缅甸,总值,30025
2025/2/9,502,美国,总值,5412185
2025/2/9,113,伊朗,总值,831397
2025/2/9,109,朝鲜,总值,47471
2025/3/9,402,阿根廷,总值,423091
2025/3/9,138,阿拉伯联合酋长国,总值,151969
2025/3/9,315,奥地利,总值,238405
2025/3/9,601,澳大利亚,总值,2726813
2025/3/9,127,巴基斯坦,总值,87195
2025/3/9,410,巴西,总值,1530550
2025/3/9,301,比利时,总值,365617
2025/3/9,302,丹麦,总值,189813
2025/3/9,304,德国,总值,4041563
2025/3/9,305,法国,总值,961246
2025/3/9,129,菲律宾,总值,932506
2025/3/9,318,芬兰,总值,304014
2025/3/9,145,哈萨克斯坦,总值,435003
2025/3/9,133,韩国,总值,7658197
2025/3/9,501,加拿大,总值,869441
2025/3/9,328,罗马尼亚,总值,22543
2025/3/9,122,马来西亚,总值,2334739
2025/3/9,244,南非,总值,638252
2025/3/9,704,欧洲联盟,总值,9241647
2025/3/9,116,日本,总值,9480877
2025/3/9,330,瑞典,总值,425503
2025/3/9,331,瑞士,总值,495440
2025/3/9,131,沙特阿拉伯,总值,1162844
2025/3/9,136,泰国,总值,1832757
2025/3/9,137,土耳其,总值,93351
2025/3/9,347,乌克兰,总值,101039
2025/3/9,312,西班牙,总值,307803
2025/3/9,110,香港,总值,680744
2025/3/9,132,新加坡,总值,1201301
2025/3/9,609,新西兰,总值,182661
2025/3/9,307,意大利,总值,796194
2025/3/9,111,印度,总值,1313274
2025/3/9,112,印度尼西亚,总值,857448
2025/3/9,303,英国,总值,579152
2025/3/9,141,越南,总值,429039
2025/3/9,412,智利,总值,799251
2025/3/9,502,美国,总值,6196685
2025/3/9,113,伊朗,总值,883279
2025/3/9,109,朝鲜,总值,61099
2025/3/9,309,荷兰,总值,356426
2025/3/9,106,缅甸,总值,50387
2025/3/9,143,台湾省,总值,5973002
2025/3/9,121,澳门,总值,53285
2025/3/9,344,俄罗斯联邦,总值,1549470
2025/4/9,402,阿根廷,总值,267626
2025/4/9,138,阿拉伯联合酋长国,总值,157810
2025/4/9,315,奥地利,总值,329086
2025/4/9,601,澳大利亚,总值,3251319
2025/4/9,127,巴基斯坦,总值,95333
2025/4/9,410,巴西,总值,2465127
2025/4/9,301,比利时,总值,441290
2025/4/9,302,丹麦,总值,188742
2025/4/9,304,德国,总值,4145517
2025/4/9,305,法国,总值,1089007
2025/4/9,129,菲律宾,总值,906456
2025/4/9,318,芬兰,总值,289946
2025/4/9,145,哈萨克斯坦,总值,358425
2025/4/9,133,韩国,总值,8023812
2025/4/9,501,加拿大,总值,954400
2025/4/9,328,罗马尼亚,总值,23883
2025/4/9,122,马来西亚,总值,2300435
2025/4/9,244,南非,总值,764312
2025/4/9,704,欧洲联盟,总值,9952416
2025/4/9,116,日本,总值,10601703
2025/4/9,330,瑞典,总值,382138
2025/4/9,331,瑞士,总值,558204
2025/4/9,131,沙特阿拉伯,总值,1653814
2025/4/9,136,泰国,总值,1913026
2025/4/9,137,土耳其,总值,77338
2025/4/9,347,乌克兰,总值,258835
2025/4/9,312,西班牙,总值,330278
2025/4/9,110,香港,总值,691878
2025/4/9,132,新加坡,总值,1343354
2025/4/9,609,新西兰,总值,222762
2025/4/9,307,意大利,总值,975206
2025/4/9,111,印度,总值,1350008
2025/4/9,112,印度尼西亚,总值,1040260
2025/4/9,303,英国,总值,622200
2025/4/9,141,越南,总值,369010
2025/4/9,412,智利,总值,959586
2025/4/9,106,缅甸,总值,43264
2025/4/9,113,伊朗,总值,1050263
2025/4/9,344,俄罗斯联邦,总值,1818685
2025/4/9,309,荷兰,总值,366248
2025/4/9,121,澳门,总值,56806
2025/4/9,143,台湾省,总值,6706026
2025/4/9,502,美国,总值,6582089
2025/4/9,109,朝鲜,总值,66673
2025/5/9,402,阿根廷,总值,259923
2025/5/9,138,阿拉伯联合酋长国,总值,82042
2025/5/9,315,奥地利,总值,274492
2025/5/9,601,澳大利亚,总值,2893968
