月度标识,地区代码,地区名称,Category,本月出口金额
2025/12/6,318,芬兰,总值,361010
2025/12/6,127,巴基斯坦,总值,470642
2025/12/6,145,哈萨克斯坦,总值,472402
2025/12/6,410,巴西,总值,692962
2025/12/6,301,比利时,总值,1056540
2025/12/6,133,韩国,总值,4223636
2025/12/6,132,新加坡,总值,2475629
2025/12/6,136,泰国,总值,866665
2025/12/6,609,新西兰,总值,147659
2025/12/6,137,土耳其,总值,652560
2025/12/6,501,加拿大,总值,1369343
2025/12/6,347,乌克兰,总值,372883
2025/12/6,307,意大利,总值,1569609
2025/12/6,312,西班牙,总值,1232809
2025/12/6,328,罗马尼亚,总值,488058
2025/12/6,110,香港,总值,15895321
2025/12/6,111,印度,总值,1603190
2025/12/6,122,马来西亚,总值,1279349
2025/12/6,112,印度尼西亚,总值,1024495
2025/12/6,303,英国,总值,2195899
2025/12/6,141,越南,总值,764338
2025/12/6,412,智利,总值,309942
2025/12/6,109,朝鲜,总值,113896
2025/12/6,121,澳门,总值,217842
2025/12/6,106,缅甸,总值,140517
2025/12/6,143,台湾省,总值,1821064
2025/12/6,309,荷兰,总值,3159940
2025/12/6,344,俄罗斯联邦,总值,1467955
2025/12/6,502,美国,总值,18721467
2025/12/6,113,伊朗,总值,533486
2025/1/7,402,阿根廷,总值,214804
2025/1/7,138,阿拉伯联合酋长国,总值,1086978
2025/1/7,601,澳大利亚,总值,1225504
2025/1/7,315,奥地利,总值,111119
2025/1/7,127,巴基斯坦,总值,392462
2025/1/7,301,比利时,总值,892330
2025/1/7,410,巴西,总值,654586
2025/1/7,327,波兰,总值,448694
2025/1/7,302,丹麦,总值,369352
2025/1/7,304,德国,总值,3697299
2025/1/7,305,法国,总值,1457235
2025/1/7,129,菲律宾,总值,483596
2025/1/7,145,哈萨克斯坦,总值,419698
2025/1/7,318,芬兰,总值,417928
2025/1/7,133,韩国,总值,4001862
2025/1/7,501,加拿大,总值,1451326
2025/1/7,122,马来西亚,总值,1245271
2025/1/7,328,罗马尼亚,总值,296014
2025/1/7,704,欧洲联盟,总值,18025002
2025/1/7,244,南非,总值,528632
2025/1/7,116,日本,总值,8004094
2025/1/7,330,瑞典,总值,378422
2025/1/7,331,瑞士,总值,279518
2025/1/7,131,沙特阿拉伯,总值,467287
2025/1/7,137,土耳其,总值,625783
2025/1/7,136,泰国,总值,836392
2025/1/7,312,西班牙,总值,1168508
2025/1/7,347,乌克兰,总值,378428
2025/1/7,110,香港,总值,12178988
2025/1/7,132,新加坡,总值,2111972
2025/1/7,609,新西兰,总值,156614
2025/1/7,307,意大利,总值,1639622
2025/1/7,112,印度尼西亚,总值,809633
2025/1/7,111,印度,总值,1533624
2025/1/7,141,越南,总值,751651
2025/1/7,303,英国,总值,2204953
2025/1/7,412,智利,总值,327381
2025/1/7,344,俄罗斯联邦,总值,1444315
2025/1/7,109,朝鲜,总值,84689
2025/1/7,113,伊朗,总值,589372
2025/1/7,143,台湾省,总值,1710322
2025/1/7,309,荷兰,总值,3102967
2025/1/7,121,澳门,总值,203698
2025/1/7,106,缅甸,总值,132874
2025/1/7,502,美国,总值,18199127
2025/2/7,501,加拿大,总值,1361183
2025/2/7,110,香港,总值,10536599
2025/2/7,412,智利,总值,325556
2025/2/7,410,巴西,总值,723868
2025/2/7,402,阿根廷,总值,205559
2025/2/7,138,阿拉伯联合酋长国,总值,1044102
2025/2/7,601,澳大利亚,总值,1269937
2025/2/7,315,奥地利,总值,112201
2025/2/7,127,巴基斯坦,总值,363625
2025/2/7,301,比利时,总值,893219
2025/2/7,327,波兰,总值,482987
2025/2/7,302,丹麦,总值,407417
2025/2/7,304,德国,总值,3690992
2025/2/7,305,法国,总值,1543692
2025/2/7,129,菲律宾,总值,479918
2025/2/7,318,芬兰,总值,434386
2025/2/7,145,哈萨克斯坦,总值,403466
2025/2/7,133,韩国,总值,3763678
2025/2/7,122,马来西亚,总值,1122857
2025/2/7,328,罗马尼亚,总值,122546
2025/2/7,244,南非,总值,488160
2025/2/7,704,欧洲联盟,总值,18199327
2025/2/7,116,日本,总值,7524854
2025/2/7,330,瑞典,总值,348546
2025/2/7,331,瑞士,总值,305971
2025/2/7,131,沙特阿拉伯,总值,487521
2025/2/7,137,土耳其,总值,667008
2025/2/7,136,泰国,总值,833982
2025/2/7,312,西班牙,总值,1167079
2025/2/7,347,乌克兰,总值,422211
2025/2/7,132,新加坡,总值,1922083
2025/2/7,609,新西兰,总值,157047
2025/2/7,307,意大利,总值,1650530
2025/2/7,112,印度尼西亚,总值,944209
2025/2/7,111,印度,总值,1553358
2025/2/7,141,越南,总值,604165
2025/2/7,303,英国,总值,2422767
2025/2/7,143,台湾省,总值,1507226
2025/2/7,106,缅甸,总值,104715
2025/2/7,121,澳门,总值,141043
2025/2/7,309,荷兰,总值,3111646
2025/2/7,502,美国,总值,16336737
2025/2/7,344,俄罗斯联邦,总值,1521095
2025/2/7,109,朝鲜,总值,58772
2025/2/7,113,伊朗,总值,632561
2025/3/7,312,西班牙,总值,914237
2025/3/7,127,巴基斯坦,总值,337597
2025/3/7,402,阿根廷,总值,165623
2025/3/7,138,阿拉伯联合酋长国,总值,902526
2025/3/7,315,奥地利,总值,120076
2025/3/7,601,澳大利亚,总值,1034277
2025/3/7,301,比利时,总值,712116
2025/3/7,410,巴西,总值,674728
2025/3/7,327,波兰,总值,372676
2025/3/7,302,丹麦,总值,294909
2025/3/7,304,德国,总值,2985067
2025/3/7,129,菲律宾,总值,514129
2025/3/7,305,法国,总值,1281290
2025/3/7,318,芬兰,总值,433573
2025/3/7,145,哈萨克斯坦,总值,315189
2025/3/7,133,韩国,总值,4300940
2025/3/7,501,加拿大,总值,1198943
2025/3/7,122,马来西亚,总值,1182151
2025/3/7,328,罗马尼亚,总值,124258
2025/3/7,244,南非,总值,383999
2025/3/7,704,欧洲联盟,总值,15337686
2025/3/7,116,日本,总值,7741744
2025/3/7,330,瑞典,总值,261417
2025/3/7,331,瑞士,总值,184169
2025/3/7,131,沙特阿拉伯,总值,405741
2025/3/7,136,泰国,总值,907569
2025/3/7,137,土耳其,总值,594657
2025/3/7,347,乌克兰,总值,297492
2025/3/7,132,新加坡,总值,1997873
2025/3/7,110,香港,总值,16094089
2025/3/7,609,新西兰,总值,125856
2025/3/7,307,意大利,总值,1222300
2025/3/7,112,印度尼西亚,总值,938610
2025/3/7,111,印度,总值,1571965
2025/3/7,141,越南,总值,783198
2025/3/7,303,英国,总值,2099351
2025/3/7,412,智利,总值,201273
2025/3/7,502,美国,总值,16187249
2025/3/7,143,台湾省,总值,1730444
2025/3/7,109,朝鲜,总值,59233
2025/3/7,344,俄罗斯联邦,总值,1395719
2025/3/7,121,澳门,总值,206999
2025/3/7,113,伊朗,总值,408049
2025/3/7,106,缅甸,总值,144900
2025/3/7,309,荷兰,总值,2850957
2025/4/7,141,越南,总值,1062673
2025/4/7,412,智利,总值,287116
2025/4/7,601,澳大利亚,总值,1387616
2025/4/7,410,巴西,总值,837299
2025/4/7,402,阿根廷,总值,245351
2025/4/7,315,奥地利,总值,120932
2025/4/7,138,阿拉伯联合酋长国,总值,1326671
2025/4/7,127,巴基斯坦,总值,525160
2025/4/7,301,比利时,总值,1076905
2025/4/7,327,波兰,总值,502144
2025/4/7,304,德国,总值,3756380
2025/4/7,302,丹麦,总值,339932
2025/4/7,305,法国,总值,1561640
2025/4/7,129,菲律宾,总值,640889
2025/4/7,318,芬兰,总值,453035
2025/4/7,145,哈萨克斯坦,总值,531953
2025/4/7,133,韩国,总值,5096961
2025/4/7,501,加拿大,总值,1582218
2025/4/7,328,罗马尼亚,总值,173108
2025/4/7,122,马来西亚,总值,1330472
2025/4/7,704,欧洲联盟,总值,18581400
2025/4/7,244,南非,总值,618909
2025/4/7,116,日本,总值,9093016
2025/4/7,330,瑞典,总值,335818
2025/4/7,331,瑞士,总值,256196
2025/4/7,131,沙特阿拉伯,总值,608953
2025/4/7,137,土耳其,总值,867646
2025/4/7,136,泰国,总值,966181
2025/4/7,312,西班牙,总值,1374169
2025/4/7,347,乌克兰,总值,425469
2025/4/7,132,新加坡,总值,2396019
2025/4/7,110,香港,总值,15137910
2025/4/7,609,新西兰,总值,154396
2025/4/7,307,意大利,总值,1718551
2025/4/7,112,印度尼西亚,总值,951207
2025/4/7,111,印度,总值,1858710
2025/4/7,303,英国,总值,2371522
2025/4/7,344,俄罗斯联邦,总值,1697844
2025/4/7,113,伊朗,总值,474755
2025/4/7,106,缅甸,总值,135477
2025/4/7,121,澳门,总值,217416
2025/4/7,109,朝鲜,总值,152456
2025/4/7,309,荷兰,总值,2872259
2025/4/7,143,台湾省,总值,2053733
2025/4/7,502,美国,总值,18834807
2025/5/7,122,马来西亚,总值,1332223
2025/5/7,127,巴基斯坦,总值,504507
2025/5/7,402,阿根廷,总值,260261
2025/5/7,315,奥地利,总值,118248
2025/5/7,138,阿拉伯联合酋长国,总值,1509633
2025/5/7,601,澳大利亚,总值,1237844
2025/5/7,301,比利时,总值,1056487
2025/5/7,410,巴西,总值,796854
2025/5/7,327,波兰,总值,483559
2025/5/7,304,德国,总值,3379182
2025/5/7,302,丹麦,总值,311039
2025/5/7,305,法国,总值,1505631
2025/5/7,129,菲律宾,总值,622875
2025/5/7,318,芬兰,总值,529144
2025/5/7,145,哈萨克斯坦,总值,534326
2025/5/7,133,韩国,总值,4538122
2025/5/7,501,加拿大,总值,1523623
2025/5/7,328,罗马尼亚,总值,159357
2025/5/7,704,欧洲联盟,总值,18099726
2025/5/7,244,南非,总值,559691
2025/5/7,116,日本,总值,7823199
2025/5/7,330,瑞典,总值,331521
2025/5/7,131,沙特阿拉伯,总值,759852
2025/5/7,331,瑞士,总值,238801
2025/5/7,137,土耳其,总值,843697
2025/5/7,136,泰国,总值,960493
2025/5/7,312,西班牙,总值,1368461
2025/5/7,347,乌克兰,总值,446690
2025/5/7,132,新加坡,总值,2383255
2025/5/7,110,香港,总值,14286502
2025/5/7,609,新西兰,总值,154077
2025/5/7,307,意大利,总值,1878530
2025/5/7,112,印度尼西亚,总值,1047336
2025/5/7,111,印度,总值,1801718
2025/5/7,141,越南,总值,968346
2025/5/7,303,英国,总值,2373101
2025/5/7,412,智利,总值,313438
2025/5/7,502,美国,总值,17991189
2025/5/7,109,朝鲜,总值,120080
2025/5/7,143,台湾省,总值,2016918
2025/5/7,106,缅甸,总值,139160
2025/5/7,113,伊朗,总值,553983
2025/5/7,344,俄罗斯联邦,总值,1857791
2025/5/7,309,荷兰,总值,2651584
2025/5/7,121,澳门,总值,216195
2025/6/7,303,英国,总值,2436158
2025/6/7,141,越南,总值,1005821
2025/6/7,601,澳大利亚,总值,1358260
2025/6/7,402,阿根廷,总值,303680
2025/6/7,315,奥地利,总值,132820
2025/6/7,138,阿拉伯联合酋长国,总值,1761212
2025/6/7,127,巴基斯坦,总值,476473
2025/6/7,301,比利时,总值,1189722
2025/6/7,410,巴西,总值,854604
2025/6/7,327,波兰,总值,539072
2025/6/7,304,德国,总值,3675070
2025/6/7,302,丹麦,总值,423581
2025/6/7,305,法国,总值,1596398
2025/6/7,129,菲律宾,总值,672787
2025/6/7,318,芬兰,总值,564302
2025/6/7,145,哈萨克斯坦,总值,732855
2025/6/7,133,韩国,总值,4613604
2025/6/7,501,加拿大,总值,1793056
2025/6/7,328,罗马尼亚,总值,170732
2025/6/7,122,马来西亚,总值,1495491
2025/6/7,704,欧洲联盟,总值,19687818
2025/6/7,244,南非,总值,645360
2025/6/7,116,日本,总值,7801036
2025/6/7,330,瑞典,总值,370273
2025/6/7,131,沙特阿拉伯,总值,790962
2025/6/7,331,瑞士,总值,322901
2025/6/7,137,土耳其,总值,1068703
2025/6/7,136,泰国,总值,1024479
2025/6/7,312,西班牙,总值,1511109
2025/6/7,347,乌克兰,总值,508460
2025/6/7,110,香港,总值,15673507
2025/6/7,132,新加坡,总值,2695664
2025/6/7,609,新西兰,总值,162110
2025/6/7,307,意大利,总值,1969458
2025/6/7,112,印度尼西亚,总值,1148934
2025/6/7,111,印度,总值,1925911
2025/6/7,412,智利,总值,409044
2025/6/7,143,台湾省,总值,2001693
2025/6/7,106,缅甸,总值,155824
2025/6/7,109,朝鲜,总值,149492
2025/6/7,121,澳门,总值,239525
2025/6/7,502,美国,总值,19730257
2025/6/7,344,俄罗斯联邦,总值,2833602
2025/6/7,309,荷兰,总值,2995511
2025/6/7,113,伊朗,总值,619687
2025/7/7,501,加拿大,总值,1839634
2025/7/7,328,罗马尼亚,总值,196514
2025/7/7,137,土耳其,总值,1161793
2025/7/7,138,阿拉伯联合酋长国,总值,1628385
2025/7/7,402,阿根廷,总值,335236
2025/7/7,315,奥地利,总值,147186
2025/7/7,601,澳大利亚,总值,1594097
2025/7/7,127,巴基斯坦,总值,517229
2025/7/7,301,比利时,总值,1267234
2025/7/7,410,巴西,总值,1015720
2025/7/7,327,波兰,总值,569539
2025/7/7,302,丹麦,总值,441687
2025/7/7,304,德国,总值,4305870
2025/7/7,305,法国,总值,1807665
2025/7/7,129,菲律宾,总值,670346
2025/7/7,318,芬兰,总值,653141
2025/7/7,145,哈萨克斯坦,总值,765015
2025/7/7,133,韩国,总值,4598695
2025/7/7,122,马来西亚,总值,1516040
2025/7/7,704,欧洲联盟,总值,21955672
2025/7/7,244,南非,总值,742157
2025/7/7,116,日本,总值,8519457
2025/7/7,330,瑞典,总值,433077
2025/7/7,131,沙特阿拉伯,总值,697569
2025/7/7,331,瑞士,总值,356160
2025/7/7,136,泰国,总值,1128454
2025/7/7,312,西班牙,总值,1636758
2025/7/7,347,乌克兰,总值,650810
2025/7/7,132,新加坡,总值,2828887
2025/7/7,110,香港,总值,15134148
2025/7/7,609,新西兰,总值,188047
2025/7/7,307,意大利,总值,1947802
2025/7/7,112,印度尼西亚,总值,1168069
2025/7/7,111,印度,总值,2208073
2025/7/7,141,越南,总值,951976
2025/7/7,303,英国,总值,2753732
2025/7/7,412,智利,总值,410805
2025/7/7,109,朝鲜,总值,115434
2025/7/7,309,荷兰,总值,3424633
2025/7/7,106,缅甸,总值,152222
2025/7/7,344,俄罗斯联邦,总值,2784513
2025/7/7,113,伊朗,总值,776221
2025/7/7,502,美国,总值,20422962
2025/7/7,121,澳门,总值,242822
2025/7/7,143,台湾省,总值,2146696
2025/8/7,303,英国,总值,2901397
2025/8/7,141,越南,总值,954840
2025/8/7,138,阿拉伯联合酋长国,总值,1673837
2025/8/7,315,奥地利,总值,155530
2025/8/7,127,巴基斯坦,总值,505666
2025/8/7,402,阿根廷,总值,394994
2025/8/7,601,澳大利亚,总值,1688326
2025/8/7,410,巴西,总值,1117597
2025/8/7,301,比利时,总值,1227762
2025/8/7,327,波兰,总值,655773
2025/8/7,302,丹麦,总值,457677
2025/8/7,304,德国,总值,4450769
2025/8/7,305,法国,总值,1902794
2025/8/7,129,菲律宾,总值,606946
2025/8/7,318,芬兰,总值,640773
2025/8/7,145,哈萨克斯坦,总值,715790
2025/8/7,133,韩国,总值,4670166
2025/8/7,501,加拿大,总值,1836529
2025/8/7,328,罗马尼亚,总值,175227
2025/8/7,122,马来西亚,总值,1703459
2025/8/7,244,南非,总值,672953
2025/8/7,704,欧洲联盟,总值,23024067
2025/8/7,116,日本,总值,8482235
2025/8/7,330,瑞典,总值,446842
2025/8/7,131,沙特阿拉伯,总值,749839
2025/8/7,331,瑞士,总值,384943
2025/8/7,136,泰国,总值,1030416
2025/8/7,137,土耳其,总值,998456
2025/8/7,312,西班牙,总值,1570362
2025/8/7,347,乌克兰,总值,612019
2025/8/7,132,新加坡,总值,2777948
2025/8/7,110,香港,总值,16361472
2025/8/7,609,新西兰,总值,219198
2025/8/7,111,印度,总值,2273401
2025/8/7,307,意大利,总值,2117250
2025/8/7,112,印度尼西亚,总值,1109563
2025/8/7,412,智利,总值,452770
2025/8/7,121,澳门,总值,236129
2025/8/7,109,朝鲜,总值,122256
2025/8/7,502,美国,总值,20958168
2025/8/7,309,荷兰,总值,3726824
2025/8/7,143,台湾省,总值,2025645
2025/8/7,106,缅甸,总值,117177
2025/8/7,344,俄罗斯联邦,总值,3468326
2025/8/7,113,伊朗,总值,662644
2025/9/7,402,阿根廷,总值,379625
2025/9/7,315,奥地利,总值,134519
2025/9/7,138,阿拉伯联合酋长国,总值,1661095
2025/9/7,601,澳大利亚,总值,1825930
2025/9/7,410,巴西,总值,1146470
2025/9/7,127,巴基斯坦,总值,510727
2025/9/7,301,比利时,总值,1144895
2025/9/7,327,波兰,总值,599107
2025/9/7,304,德国,总值,4519121
2025/9/7,302,丹麦,总值,389273
2025/9/7,305,法国,总值,1776673
2025/9/7,129,菲律宾,总值,656240
2025/9/7,318,芬兰,总值,658296
2025/9/7,145,哈萨克斯坦,总值,826045
2025/9/7,133,韩国,总值,4752176
2025/9/7,501,加拿大,总值,1875277
2025/9/7,328,罗马尼亚,总值,187317
2025/9/7,122,马来西亚,总值,1590468
2025/9/7,244,南非,总值,747884
2025/9/7,704,欧洲联盟,总值,22655076
2025/9/7,330,瑞典,总值,455706
2025/9/7,116,日本,总值,9006422
2025/9/7,131,沙特阿拉伯,总值,800589
2025/9/7,331,瑞士,总值,330057
2025/9/7,136,泰国,总值,1015549
2025/9/7,137,土耳其,总值,1022131
2025/9/7,312,西班牙,总值,1390408
2025/9/7,347,乌克兰,总值,520330
2025/9/7,132,新加坡,总值,2532859
2025/9/7,110,香港,总值,16840636
2025/9/7,609,新西兰,总值,229812
2025/9/7,111,印度,总值,2340976
2025/9/7,307,意大利,总值,1762159
2025/9/7,112,印度尼西亚,总值,1107541
2025/9/7,141,越南,总值,974767
2025/9/7,303,英国,总值,3111304
2025/9/7,412,智利,总值,414904
2025/9/7,109,朝鲜,总值,142584
2025/9/7,121,澳门,总值,230241
2025/9/7,106,缅甸,总值,139076
2025/9/7,113,伊朗,总值,621481
2025/9/7,502,美国,总值,21390606
2025/9/7,344,俄罗斯联邦,总值,3441312
2025/9/7,143,台湾省,总值,2009435
2025/9/7,309,荷兰,总值,3972258
2025/10/7,127,巴基斯坦,总值,559989
2025/10/7,402,阿根廷,总值,335642
2025/10/7,315,奥地利,总值,127751
2025/10/7,138,阿拉伯联合酋长国,总值,1356022
2025/10/7,601,澳大利亚,总值,1719673
2025/10/7,410,巴西,总值,1088583
2025/10/7,301,比利时,总值,978390
2025/10/7,327,波兰,总值,588354
2025/10/7,302,丹麦,总值,379931
2025/10/7,304,德国,总值,4801312
2025/10/7,305,法国,总值,1878111
2025/10/7,129,菲律宾,总值,662319
2025/10/7,318,芬兰,总值,651907
2025/10/7,145,哈萨克斯坦,总值,638237
2025/10/7,133,韩国,总值,4741501
2025/10/7,501,加拿大,总值,1685779
2025/10/7,328,罗马尼亚,总值,154785
2025/10/7,122,马来西亚,总值,1550305
2025/10/7,244,南非,总值,737233
2025/10/7,704,欧洲联盟,总值,22656342
2025/10/7,330,瑞典,总值,386982
2025/10/7,116,日本,总值,8764058
2025/10/7,131,沙特阿拉伯,总值,586601
2025/10/7,331,瑞士,总值,257502
2025/10/7,136,泰国,总值,937229
2025/10/7,347,乌克兰,总值,489426
2025/10/7,137,土耳其,总值,837714
2025/10/7,312,西班牙,总值,1271138
2025/10/7,132,新加坡,总值,2451327
2025/10/7,110,香港,总值,15971442
2025/10/7,609,新西兰,总值,197855
2025/10/7,111,印度,总值,2223363
2025/10/7,307,意大利,总值,1697907
2025/10/7,303,英国,总值,3081924
2025/10/7,112,印度尼西亚,总值,959212
2025/10/7,141,越南,总值,1007149
2025/10/7,412,智利,总值,383942
2025/10/7,109,朝鲜,总值,124465
2025/10/7,502,美国,总值,21031141
2025/10/7,121,澳门,总值,233293
2025/10/7,106,缅甸,总值,128799
2025/10/7,344,俄罗斯联邦,总值,2982556
2025/10/7,309,荷兰,总值,4158093
2025/10/7,143,台湾省,总值,1847446
2025/10/7,113,伊朗,总值,571504
2025/11/7,501,加拿大,总值,1634899
2025/11/7,601,澳大利亚,总值,1972037
2025/11/7,301,比利时,总值,1009107
2025/11/7,402,阿根廷,总值,356694
2025/11/7,315,奥地利,总值,133351
2025/11/7,138,阿拉伯联合酋长国,总值,1519821
2025/11/7,410,巴西,总值,1244730
2025/11/7,127,巴基斯坦,总值,597589
2025/11/7,327,波兰,总值,619729
2025/11/7,304,德国,总值,4911992
2025/11/7,302,丹麦,总值,377253
2025/11/7,305,法国,总值,2058585
2025/11/7,318,芬兰,总值,585533
2025/11/7,129,菲律宾,总值,752969
2025/11/7,145,哈萨克斯坦,总值,822000
2025/11/7,133,韩国,总值,5433616
2025/11/7,328,罗马尼亚,总值,167881
2025/11/7,122,马来西亚,总值,1725401
2025/11/7,244,南非,总值,717167
2025/11/7,704,欧洲联盟,总值,24002102
2025/11/7,330,瑞典,总值,425363
2025/11/7,116,日本,总值,9616319
2025/11/7,131,沙特阿拉伯,总值,724769
2025/11/7,331,瑞士,总值,279780
2025/11/7,136,泰国,总值,1128317
2025/11/7,347,乌克兰,总值,562040
2025/11/7,137,土耳其,总值,920175
2025/11/7,312,西班牙,总值,1489829
2025/11/7,132,新加坡,总值,2806560
2025/11/7,110,香港,总值,18463020
2025/11/7,609,新西兰,总值,214968
2025/11/7,111,印度,总值,2339661
2025/11/7,307,意大利,总值,1752218
2025/11/7,303,英国,总值,3159766
2025/11/7,112,印度尼西亚,总值,1167270
2025/11/7,141,越南,总值,1280822
2025/11/7,412,智利,总值,436119
2025/11/7,344,俄罗斯联邦,总值,2609153
2025/11/7,109,朝鲜,总值,123435
2025/11/7,309,荷兰,总值,4589220
2025/11/7,121,澳门,总值,234398
2025/11/7,143,台湾省,总值,2146761
2025/11/7,113,伊朗,总值,640094
2025/11/7,502,美国,总值,21686093
2025/11/7,106,缅甸,总值,149382
2025/12/7,328,罗马尼亚,总值,157331
2025/12/7,137,土耳其,总值,874929
2025/12/7,347,乌克兰,总值,553326
2025/12/7,312,西班牙,总值,1679131
2025/12/7,315,奥地利,总值,138737
2025/12/7,127,巴基斯坦,总值,493896
2025/12/7,327,波兰,总值,700838
2025/12/7,402,阿根廷,总值,368317
2025/12/7,138,阿拉伯联合酋长国,总值,1565824
2025/12/7,601,澳大利亚,总值,1684049
2025/12/7,410,巴西,总值,1221676
2025/12/7,301,比利时,总值,1232965
2025/12/7,304,德国,总值,4555571
2025/12/7,302,丹麦,总值,402052
2025/12/7,305,法国,总值,1952067
2025/12/7,318,芬兰,总值,543827
2025/12/7,129,菲律宾,总值,742433
2025/12/7,145,哈萨克斯坦,总值,742677
2025/12/7,133,韩国,总值,5617220
2025/12/7,501,加拿大,总值,1580442
2025/12/7,122,马来西亚,总值,1907609
2025/12/7,244,南非,总值,586798
2025/12/7,704,欧洲联盟,总值,23006507
2025/12/7,116,日本,总值,9739874
2025/12/7,330,瑞典,总值,374433
2025/12/7,131,沙特阿拉伯,总值,734852
2025/12/7,331,瑞士,总值,402860
2025/12/7,136,泰国,总值,1209547
2025/12/7,132,新加坡,总值,2775127
2025/12/7,110,香港,总值,17610929
2025/12/7,609,新西兰,总值,200819
2025/12/7,111,印度,总值,2405680
2025/12/7,307,意大利,总值,1821085
2025/12/7,303,英国,总值,2737920
2025/12/7,112,印度尼西亚,总值,1257431
2025/12/7,141,越南,总值,1560223
2025/12/7,412,智利,总值,453461
2025/12/7,309,荷兰,总值,3954591
2025/12/7,143,台湾省,总值,2284118
2025/12/7,109,朝鲜,总值,139556
2025/12/7,121,澳门,总值,241348
2025/12/7,106,缅甸,总值,192319
2025/12/7,113,伊朗,总值,738116
2025/12/7,344,俄罗斯联邦,总值,2447561
2025/12/7,502,美国,总值,19992995
2025/1/8,402,阿根廷,总值,369345
2025/1/8,138,阿拉伯联合酋长国,总值,1497538
2025/1/8,315,奥地利,总值,171740
2025/1/8,601,澳大利亚,总值,1793971
2025/1/8,127,巴基斯坦,总值,436050
2025/1/8,410,巴西,总值,1204391
2025/1/8,301,比利时,总值,1198294
2025/1/8,327,波兰,总值,751755
2025/1/8,302,丹麦,总值,515487
2025/1/8,304,德国,总值,4873805
2025/1/8,305,法国,总值,1925934
2025/1/8,129,菲律宾,总值,653375
2025/1/8,318,芬兰,总值,570782
2025/1/8,145,哈萨克斯坦,总值,694919
2025/1/8,133,韩国,总值,5259567
2025/1/8,501,加拿大,总值,1664579
2025/1/8,328,罗马尼亚,总值,186811
2025/1/8,122,马来西亚,总值,1669451
2025/1/8,244,南非,总值,689649
2025/1/8,704,欧洲联盟,总值,24025948
2025/1/8,116,日本,总值,9050395
2025/1/8,330,瑞典,总值,439811
2025/1/8,331,瑞士,总值,340205
2025/1/8,131,沙特阿拉伯,总值,657739
2025/1/8,136,泰国,总值,1174096
2025/1/8,137,土耳其,总值,989333
2025/1/8,347,乌克兰,总值,587913
2025/1/8,312,西班牙,总值,1769155
2025/1/8,110,香港,总值,14768430
2025/1/8,132,新加坡,总值,2433979
2025/1/8,609,新西兰,总值,219458
2025/1/8,307,意大利,总值,2156498
2025/1/8,111,印度,总值,2495874
2025/1/8,112,印度尼西亚,总值,1184420
2025/1/8,303,英国,总值,2922107
2025/1/8,141,越南,总值,1451554
2025/1/8,412,智利,总值,501669
2025/1/8,344,俄罗斯联邦,总值,2400500
2025/1/8,109,朝鲜,总值,135410
2025/1/8,143,台湾省,总值,2005546
2025/1/8,309,荷兰,总值,3799986
2025/1/8,113,伊朗,总值,719498
2025/1/8,121,澳门,总值,213394
2025/1/8,502,美国,总值,19161820
2025/1/8,106,缅甸,总值,159729
2025/2/8,402,阿根廷,总值,312281
2025/2/8,138,阿拉伯联合酋长国,总值,1057509
2025/2/8,315,奥地利,总值,110966
2025/2/8,601,澳大利亚,总值,1375329
2025/2/8,127,巴基斯坦,总值,473131
2025/2/8,410,巴西,总值,1050383
2025/2/8,301,比利时,总值,803438
2025/2/8,327,波兰,总值,559531
2025/2/8,302,丹麦,总值,356912
2025/2/8,304,德国,总值,3710682
2025/2/8,305,法国,总值,1533796
2025/2/8,129,菲律宾,总值,551610
2025/2/8,318,芬兰,总值,487573
2025/2/8,145,哈萨克斯坦,总值,391957
2025/2/8,133,韩国,总值,4742866
2025/2/8,501,加拿大,总值,1344579
2025/2/8,328,罗马尼亚,总值,160315
2025/2/8,122,马来西亚,总值,1390945
2025/2/8,244,南非,总值,548374
2025/2/8,704,欧洲联盟,总值,18409052
2025/2/8,116,日本,总值,7739317
2025/2/8,330,瑞典,总值,320207
2025/2/8,331,瑞士,总值,239394
2025/2/8,131,沙特阿拉伯,总值,450362
2025/2/8,136,泰国,总值,1018880
2025/2/8,137,土耳其,总值,805905
2025/2/8,347,乌克兰,总值,471672
2025/2/8,312,西班牙,总值,1299181
2025/2/8,110,香港,总值,11556619
2025/2/8,132,新加坡,总值,2016435
2025/2/8,609,新西兰,总值,150247
2025/2/8,307,意大利,总值,1580788
2025/2/8,111,印度,总值,1988006
2025/2/8,112,印度尼西亚,总值,1070942
2025/2/8,303,英国,总值,2097434
2025/2/8,141,越南,总值,1084561
2025/2/8,412,智利,总值,337149
2025/2/8,121,澳门,总值,128405
2025/2/8,143,台湾省,总值,1594082
2025/2/8,109,朝鲜,总值,61081
2025/2/8,106,缅甸,总值,147447
2025/2/8,309,荷兰,总值,3061969
2025/2/8,113,伊朗,总值,576072
2025/2/8,502,美国,总值,15478450
2025/2/8,344,俄罗斯联邦,总值,1953039
2025/3/8,402,阿根廷,总值,407284
2025/3/8,138,阿拉伯联合酋长国,总值,1410926
2025/3/8,315,奥地利,总值,127592
2025/3/8,601,澳大利亚,总值,1649771
2025/3/8,127,巴基斯坦,总值,445796
2025/3/8,410,巴西,总值,1388746
2025/3/8,301,比利时,总值,1035936
2025/3/8,327,波兰,总值,707136
2025/3/8,302,丹麦,总值,342793
2025/3/8,304,德国,总值,4243674
2025/3/8,305,法国,总值,1692982
